Helpful,Product ID,Rated Reviews,Review Score,Review Length,Exclamation Points,Helpful Fraction
2,B000OTA6B0,3,5.0,106,2.0,0.6666666666666666
2,B000OTA6B0,3,5.0,112,,0.6666666666666666
1,B003U35BBC,1,1.0,353,,1.0
1,B003U35BBC,1,5.0,130,2.0,1.0
,B00465VW9I,,5.0,455,,
7,B000GII8MS,7,5.0,1294,8.0,1.0
5,B000GII8MS,5,4.0,706,,1.0
,B0041O2F90,,5.0,161,2.0,
,B002J678A8,,5.0,226,,
,B002J678A8,,5.0,173,,
,B002J678A8,1,4.0,451,,
6,B00021VGNC,6,5.0,352,1.0,1.0
4,B000LRKN4U,4,5.0,460,1.0,1.0
1,B000UXODLO,1,5.0,421,,1.0
,B000UXODLO,,5.0,132,1.0,
2,B007XXLWHW,2,4.0,836,,1.0
1,B007XXLWHW,1,5.0,317,2.0,1.0
1,B007XXLWHW,1,5.0,437,5.0,1.0
1,B007XXLWHW,1,5.0,153,,1.0
,B007XXLWHW,,5.0,549,1.0,
,B007XXLWHW,,4.0,428,4.0,
,B007XXLWHW,,5.0,305,,
,B007XXLWHW,,5.0,127,,
2,B003YT18B4,2,5.0,285,2.0,1.0
4,B003YT18B4,5,2.0,484,,0.8
1,B003YT18B4,1,5.0,215,1.0,1.0
,B003YT18B4,,5.0,169,,
,B003YT18B4,,5.0,1052,,
,B003YT18B4,,5.0,175,,
,B002B1MUF4,,5.0,2036,1.0,
,B002B1MUF4,1,5.0,276,,
1,B002B1MUF4,6,5.0,2103,,0.16666666666666666
16,B004TJD758,16,5.0,666,,1.0
8,B004TJD758,8,5.0,1528,4.0,1.0
3,B004TJD758,3,5.0,230,,1.0
2,B004TJD758,2,5.0,346,,1.0
2,B004TJD758,2,4.0,427,2.0,1.0
2,B004TJD758,2,5.0,597,,1.0
2,B004TJD758,2,5.0,256,,1.0
2,B004TJD758,2,5.0,288,2.0,1.0
1,B004TJD758,1,5.0,1008,2.0,1.0
1,B004TJD758,1,5.0,383,1.0,1.0
1,B004TJD758,1,4.0,278,2.0,1.0
1,B004TJD758,1,5.0,825,,1.0
1,B004TJD758,1,4.0,137,1.0,1.0
,B004TJD758,,5.0,206,,
,B004TJD758,,5.0,772,,
,B004TJD758,,4.0,420,,
,B004TJD758,,5.0,120,1.0,
,B004TJD758,,5.0,252,,
,B004TJD758,,4.0,456,,
,B004TJD758,,5.0,585,,
2,B0009XVYA8,2,1.0,2166,3.0,1.0
1,B0009XVYA8,1,1.0,339,2.0,1.0
,B0009XVYA8,,5.0,174,,
,B0009XVYA8,,5.0,452,,
,B0009XVYA8,,5.0,60,,
,B0009XVYA8,5,1.0,179,,
1,B00456UAVY,1,4.0,113,,1.0
,B00456UAVY,,2.0,133,,
2,B001H3VQFM,2,5.0,459,,1.0
2,B001H3VQFM,3,4.0,334,,0.6666666666666666
1,B000LRH690,5,1.0,902,,0.2
,B001SB1WQG,,5.0,156,1.0,
,B000LR4FWG,,5.0,257,1.0,
,B0074A4WX0,,5.0,128,,
,B001YIY3UA,,4.0,138,,
,B001YIY3UA,,4.0,133,2.0,
,B001YIY3UA,,5.0,259,,
,B005SG19TC,,4.0,409,,
,B002VZWCBM,,5.0,207,2.0,
5,B001BOE3SY,5,5.0,183,1.0,1.0
1,B001BOE3SY,1,5.0,179,2.0,1.0
3,B001BOE3SY,4,5.0,163,,0.75
,B001BOE3SY,,5.0,176,1.0,
,B001BOE3SY,,5.0,207,1.0,
,B001BOE3SY,,5.0,248,,
,B001BOE3SY,,5.0,189,1.0,
,B001BOE3SY,,5.0,181,1.0,
,B001BOE3SY,,5.0,554,4.0,
20,B0061UQBSS,20,5.0,312,1.0,1.0
13,B0061UQBSS,13,5.0,112,,1.0
10,B0061UQBSS,10,4.0,121,1.0,1.0
7,B0061UQBSS,7,5.0,533,2.0,1.0
5,B0061UQBSS,5,5.0,327,1.0,1.0
4,B0061UQBSS,4,4.0,126,,1.0
8,B0061UQBSS,10,4.0,574,1.0,0.8
3,B0061UQBSS,3,4.0,388,,1.0
3,B0061UQBSS,3,5.0,678,,1.0
3,B0061UQBSS,3,5.0,1142,,1.0
1,B0061UQBSS,1,4.0,417,1.0,1.0
1,B0061UQBSS,1,4.0,763,,1.0
10,B0061UQBSS,15,5.0,602,,0.6666666666666666
,B0061UQBSS,,5.0,174,1.0,
,B0061UQBSS,,5.0,200,,
,B0061UQBSS,,5.0,148,,
,B0061UQBSS,,3.0,144,2.0,
,B0061UQBSS,,4.0,117,,
,B0061UQBSS,,4.0,549,,
,B0061UQBSS,,3.0,201,,
,B0061UQBSS,,5.0,121,,
,B0061UQBSS,,5.0,148,2.0,
,B0061UQBSS,,5.0,179,,
,B0061UQBSS,,3.0,305,,
,B0061UQBSS,,5.0,156,1.0,
,B0061UQBSS,,5.0,129,1.0,
,B0061UQBSS,,5.0,988,,
,B0061UQBSS,,5.0,149,,
,B0061UQBSS,,5.0,342,,
,B0061UQBSS,,5.0,321,,
,B0061UQBSS,1,5.0,214,3.0,
1,B0061UQBSS,4,1.0,1045,,0.25
1,B000FR9HE8,1,5.0,83,,1.0
,B000FR9HE8,,5.0,138,1.0,
,B000BZ6LRA,,5.0,1306,4.0,
2,B005TJK8M2,2,1.0,183,1.0,1.0
,B005TJK8M2,,3.0,857,,
,B005TJK8M2,,5.0,809,3.0,
3,B002SM5K62,3,5.0,136,,1.0
2,B002SM5K62,2,5.0,454,,1.0
2,B002SM5K62,2,5.0,314,,1.0
1,B002SM5K62,1,5.0,493,,1.0
1,B002SM5K62,1,5.0,227,,1.0
,B002SM5K62,,5.0,403,,
1,B002NBIE34,1,5.0,553,1.0,1.0
1,B002NBIE34,1,1.0,473,1.0,1.0
1,B002NBIE34,1,1.0,168,,1.0
,B002NBIE34,,1.0,112,,
,B002NBIE34,,5.0,130,,
,B002NBIE34,,5.0,167,,
4,B00021VGN2,5,5.0,1522,2.0,0.8
1,B00021VGN2,3,5.0,148,,0.3333333333333333
1,B00021VGN2,4,5.0,124,,0.25
,B000WFKSK0,,5.0,106,,
2,B0001ZMUXY,2,5.0,351,,1.0
2,B000E1HVZC,2,1.0,418,,1.0
,B000E1HVZC,,5.0,149,,
1,B005HV25NC,1,5.0,526,,1.0
20,B0025UCI94,20,4.0,215,,1.0
19,B0025UCI94,19,5.0,911,1.0,1.0
21,B0025UCI94,24,4.0,2959,7.0,0.875
8,B0025UCI94,8,4.0,577,,1.0
7,B0025UCI94,7,5.0,281,,1.0
6,B0025UCI94,6,4.0,869,3.0,1.0
8,B0025UCI94,9,5.0,263,,0.8888888888888888
4,B0025UCI94,4,5.0,331,,1.0
6,B0025UCI94,7,4.0,1760,,0.8571428571428571
2,B0025UCI94,2,5.0,476,2.0,1.0
2,B0025UCI94,2,5.0,130,,1.0
2,B0025UCI94,2,4.0,301,,1.0
1,B0025UCI94,1,4.0,723,1.0,1.0
1,B0025UCI94,1,5.0,625,5.0,1.0
,B0025UCI94,,3.0,179,,
,B0025UCI94,,5.0,141,,
7,B0025UCI94,11,1.0,364,,0.6363636363636364
5,B0025UCI94,9,2.0,413,,0.5555555555555556
27,B001IZM92S,27,5.0,483,3.0,1.0
18,B001IZM92S,19,4.0,514,,0.9473684210526315
7,B001IZM92S,7,4.0,1781,,1.0
6,B001IZM92S,6,5.0,416,,1.0
22,B001IZM92S,28,2.0,303,,0.7857142857142857
5,B001IZM92S,5,4.0,350,,1.0
3,B001IZM92S,3,5.0,663,,1.0
3,B001IZM92S,3,5.0,1254,,1.0
2,B001IZM92S,2,1.0,237,,1.0
2,B001IZM92S,2,4.0,222,,1.0
2,B001IZM92S,2,4.0,766,1.0,1.0
2,B001IZM92S,2,3.0,971,6.0,1.0
2,B001IZM92S,2,5.0,99,2.0,1.0
4,B001IZM92S,5,1.0,647,,0.8
1,B001IZM92S,1,2.0,183,,1.0
1,B001IZM92S,1,4.0,322,,1.0
1,B001IZM92S,1,5.0,283,,1.0
1,B001IZM92S,1,5.0,264,,1.0
1,B001IZM92S,1,5.0,168,1.0,1.0
1,B001IZM92S,1,5.0,700,5.0,1.0
1,B001IZM92S,1,5.0,513,1.0,1.0
1,B001IZM92S,1,5.0,628,,1.0
1,B001IZM92S,1,4.0,393,1.0,1.0
1,B001IZM92S,1,1.0,176,,1.0
1,B001IZM92S,1,5.0,365,,1.0
3,B001IZM92S,4,1.0,229,,0.75
2,B001IZM92S,3,4.0,1561,4.0,0.6666666666666666
2,B001IZM92S,3,5.0,129,,0.6666666666666666
,B001IZM92S,,5.0,768,6.0,
,B001IZM92S,,4.0,108,,
,B001IZM92S,,5.0,330,2.0,
,B001IZM92S,,5.0,218,,
,B001IZM92S,,5.0,209,2.0,
,B001IZM92S,,5.0,518,,
,B001IZM92S,,5.0,167,,
,B001IZM92S,,5.0,559,1.0,
,B001IZM92S,,5.0,151,2.0,
,B001IZM92S,,1.0,132,,
,B001IZM92S,,5.0,743,,
,B001IZM92S,,5.0,281,,
,B001IZM92S,,2.0,756,,
,B001IZM92S,,5.0,189,,
,B001IZM92S,,5.0,297,7.0,
,B001IZM92S,,4.0,256,,
,B001IZM92S,,5.0,133,1.0,
,B001IZM92S,,5.0,507,,
,B001IZM92S,,5.0,190,,
,B001IZM92S,,5.0,201,1.0,
,B001IZM92S,,2.0,107,,
,B001IZM92S,,5.0,1031,2.0,
,B001IZM92S,,4.0,147,,
,B001IZM92S,,5.0,155,1.0,
,B001IZM92S,,4.0,182,,
,B001IZM92S,,2.0,221,,
,B001IZM92S,,5.0,201,,
,B001IZM92S,,5.0,226,,
,B001IZM92S,,5.0,161,,
,B001IZM92S,,5.0,263,,
,B001IZM92S,,5.0,213,2.0,
,B001IZM92S,,5.0,436,,
,B001IZM92S,,5.0,200,1.0,
,B001IZM92S,,5.0,241,2.0,
,B001IZM92S,,5.0,134,2.0,
,B001IZM92S,,5.0,118,,
,B001IZM92S,,4.0,709,,
,B001IZM92S,,5.0,326,2.0,
,B001IZM92S,,5.0,206,1.0,
,B001IZM92S,,5.0,166,,
,B001IZM92S,,2.0,316,,
,B001IZM92S,,4.0,483,,
,B001IZM92S,,5.0,238,1.0,
,B001IZM92S,,5.0,190,1.0,
,B001IZM92S,,5.0,166,1.0,
,B001IZM92S,,1.0,380,,
,B001IZM92S,,5.0,148,,
,B001IZM92S,,5.0,252,,
,B001IZM92S,,5.0,408,1.0,
,B001IZM92S,,5.0,373,4.0,
,B001IZM92S,,5.0,599,1.0,
,B001IZM92S,,5.0,213,,
,B001IZM92S,,5.0,162,,
,B001IZM92S,,5.0,106,,
,B001IZM92S,,5.0,82,,
,B001IZM92S,,5.0,179,4.0,
,B001IZM92S,,5.0,132,,
,B001IZM92S,,5.0,207,,
,B001IZM92S,,5.0,287,,
1,B001IZM92S,2,5.0,138,1.0,0.5
11,B001E5DRJ6,11,5.0,220,1.0,1.0
12,B001E5DRJ6,13,5.0,819,3.0,0.9230769230769231
6,B001E5DRJ6,6,5.0,286,1.0,1.0
5,B001E5DRJ6,5,5.0,558,3.0,1.0
5,B001E5DRJ6,6,2.0,660,1.0,0.8333333333333334
1,B001E5DRJ6,1,1.0,624,,1.0
1,B001E5DRJ6,1,4.0,425,,1.0
1,B001E5DRJ6,1,5.0,387,1.0,1.0
3,B001E5DRJ6,4,3.0,494,,0.75
,B001E5DRJ6,,5.0,155,,
3,B001E5DRJ6,5,1.0,342,,0.6
1,B001E5DRJ6,2,1.0,1070,6.0,0.5
2,B007IK7VQQ,2,1.0,225,,1.0
2,B007IK7VQQ,2,1.0,194,,1.0
1,B007IK7VQQ,1,1.0,414,1.0,1.0
8,B00153SSY6,8,5.0,585,3.0,1.0
2,B00153SSY6,2,5.0,1307,,1.0
2,B00153SSY6,2,5.0,159,1.0,1.0
2,B00153SSY6,2,5.0,86,2.0,1.0
2,B00153SSY6,2,5.0,1128,4.0,1.0
2,B00153SSY6,2,5.0,360,1.0,1.0
1,B00153SSY6,1,5.0,925,4.0,1.0
,B00153SSY6,,4.0,350,,
,B00153SSY6,,5.0,529,,
,B00153SSY6,,5.0,192,,
,B00153SSY6,,5.0,854,2.0,
,B00153SSY6,,1.0,565,,
,B00153SSY6,,5.0,1035,,
,B00153SSY6,,5.0,215,3.0,
,B00153SSY6,,5.0,312,1.0,
,B00153SSY6,,4.0,1458,,
,B00153SSY6,,5.0,132,1.0,
,B00153SSY6,2,2.0,370,,
,B0047WMDGQ,,5.0,274,,
4,B000F8L4HK,4,5.0,649,1.0,1.0
2,B000F8L4HK,2,5.0,337,,1.0
1,B000F8L4HK,1,5.0,352,,1.0
1,B000F8L4HK,1,5.0,393,,1.0
1,B000F8L4HK,1,4.0,505,6.0,1.0
1,B000F8L4HK,1,5.0,104,,1.0
,B000F8L4HK,,5.0,265,1.0,
,B000F8L4HK,,5.0,258,,
,B000F8L4HK,,5.0,88,,
,B000F8L4HK,,4.0,187,,
,B000F8L4HK,,3.0,334,,
,B000F8L4HK,1,2.0,244,,
1,B004H0XSKS,1,5.0,244,2.0,1.0
,B004H0XSKS,,2.0,218,,
,B004H0XSKS,,3.0,254,,
,B004H0XSKS,,5.0,251,,
,B0093A5TQS,,4.0,963,2.0,
3,B000WQ9ABW,5,4.0,84,,0.6
,B005D0358G,,5.0,143,,
3,B000F5CF8K,3,5.0,1581,,1.0
1,B001ATFCXK,1,5.0,521,,1.0
1,B0000TLETM,1,1.0,1195,1.0,1.0
,B002C6KGZ4,,5.0,92,,
2,B004IXUN20,3,5.0,439,4.0,0.6666666666666666
,B004IXUN20,,5.0,181,3.0,
,B004IXUN20,,5.0,242,4.0,
,B004IXUN20,,5.0,134,1.0,
,B005NDX5X8,,5.0,135,,
,B005NDX5X8,,5.0,244,,
1,B001EO6802,1,5.0,353,1.0,1.0
,B001EO6802,,5.0,591,,
1,B001EO6802,2,5.0,215,1.0,0.5
3,B004CH51XI,3,3.0,347,,1.0
,B0064FQJDM,,5.0,98,,
2,B0000D958O,2,5.0,1638,1.0,1.0
1,B0000D958O,1,4.0,268,1.0,1.0
1,B0000D958O,1,3.0,259,,1.0
,B0000D958O,,5.0,135,3.0,
,B0000D958O,,1.0,238,,
,B0000D958O,,1.0,433,2.0,
1,B0000D958O,2,1.0,304,1.0,0.5
,B003D0SPC4,,5.0,488,1.0,
,B003D0SPC4,,5.0,197,1.0,
4,B00535HCAI,4,5.0,1197,1.0,1.0
1,B00535HCAI,1,3.0,558,,1.0
,B00535HCAI,,4.0,172,,
,B006TX3M0C,,5.0,232,3.0,
4,B001HTIXHA,4,5.0,719,1.0,1.0
,B0064KKN1Q,,5.0,578,,
,B008RB9PX2,,5.0,257,1.0,
4,B001FA1S2I,4,5.0,1911,1.0,1.0
2,B001FA1S2I,2,5.0,461,,1.0
,B001FA1S2I,,5.0,223,,
,B001FA1S2I,,5.0,167,,
,B001FA1S2I,,5.0,289,,
,B001FA1S2I,,5.0,100,,
,B001FA1S2I,,5.0,398,2.0,
1,B001FA1S2I,2,5.0,739,,0.5
2,B000FCG8YK,2,4.0,523,,1.0
,B000LKTWHQ,,5.0,469,,
,B000LKTWHQ,,5.0,255,1.0,
8,B0025UOOBO,8,5.0,1852,,1.0
7,B0025UOOBO,8,5.0,1473,6.0,0.875
3,B0025UOOBO,3,5.0,585,,1.0
,B0025UOOBO,,5.0,290,,
,B0025UOOBO,,5.0,598,1.0,
,B002C5XONG,,5.0,144,,
,B0010K1XJQ,,5.0,229,1.0,
2,B003U6Q7YY,2,5.0,445,2.0,1.0
,B0017OS898,,5.0,299,,
,B0017OS898,1,5.0,138,,
3,B001GB1Y84,3,5.0,359,1.0,1.0
1,B001GB1Y84,1,5.0,246,,1.0
1,B0025UOOBE,1,5.0,229,,1.0
1,B0025UOOBE,1,5.0,245,1.0,1.0
1,B0025UOOBE,1,5.0,214,,1.0
1,B0025UOOBE,1,5.0,422,1.0,1.0
1,B0025UOOBE,1,5.0,199,,1.0
3,B0025UOOBE,4,5.0,120,,0.75
,B0025UOOBE,,5.0,821,1.0,
,B0025UOOBE,,5.0,377,,
,B0025UOOBE,,5.0,374,,
,B0025UOOBE,1,2.0,108,,
1,B001SB12CU,1,5.0,124,,1.0
1,B002HFXIXM,1,5.0,277,2.0,1.0
1,B002HFXIXM,1,5.0,180,,1.0
5,B000B5HRNM,5,5.0,93,1.0,1.0
1,B000B5HRNM,1,4.0,119,1.0,1.0
1,B000B5HRNM,1,5.0,181,11.0,1.0
,B002U3GVZI,,5.0,628,,
,B00473OUC0,,5.0,156,1.0,
,B000WR2OGY,,5.0,190,,
1,B001DIKWQK,1,5.0,597,3.0,1.0
,B001DIKWQK,,5.0,237,3.0,
,B0057OKYQY,,5.0,204,,
1,B003CHUEUE,1,5.0,584,,1.0
,B004JRTD44,,5.0,100,,
2,B000WFUE9K,2,1.0,781,,1.0
,B000WFUE9K,,5.0,320,,
2,B000Q0V7RO,2,5.0,291,1.0,1.0
2,B000Q0V7RO,2,5.0,93,3.0,1.0
,B000Q0V7RO,,4.0,97,,
,B0076CIWY6,,5.0,881,8.0,
,B0051L3XU2,,5.0,169,2.0,
,B004JQTAXE,,3.0,210,,
2,B006U3X90E,2,5.0,199,1.0,1.0
1,B006U3X90E,1,4.0,196,3.0,1.0
2,B003WNXEZU,2,5.0,158,,1.0
,B0028PAFO6,,4.0,872,,
4,B0029JPXJS,4,5.0,576,,1.0
3,B0029JPXJS,3,5.0,144,,1.0
4,B0028SANZO,4,5.0,458,,1.0
,B002YKKWP2,,5.0,247,5.0,
,B000GPW55M,,5.0,120,,
,B000GPW55M,,4.0,237,1.0,
4,B000JFKU9W,4,4.0,238,,1.0
3,B000JFKU9W,3,4.0,112,,1.0
2,B000JFKU9W,2,5.0,141,,1.0
1,B000JFKU9W,1,4.0,213,1.0,1.0
1,B000JFKU9W,1,5.0,402,,1.0
,B000JFKU9W,,5.0,227,1.0,
,B000JFKU9W,,5.0,205,,
,B000JFKU9W,,5.0,176,2.0,
,B000JFKU9W,,2.0,914,,
,B000JFKU9W,,5.0,364,,
,B000JFKU9W,,5.0,207,,
,B000JFKU9W,,5.0,483,,
,B000JFKU9W,,5.0,277,,
,B000JFKU9W,,4.0,128,1.0,
6,B007KIOBLO,8,5.0,1774,,0.75
,B000APAIT8,,5.0,117,,
,B004AVVNRY,,3.0,346,,
3,B0043NQTIC,3,5.0,245,,1.0
,B0043NQTIC,,5.0,272,1.0,
,B0043NQTIC,4,2.0,390,,
,B00065AQ4O,1,4.0,1383,,
52,B00015UC6Q,52,5.0,1812,2.0,1.0
12,B00015UC6Q,12,5.0,162,,1.0
15,B00015UC6Q,18,2.0,311,1.0,0.8333333333333334
6,B00015UC6Q,7,5.0,392,,0.8571428571428571
3,B00015UC6Q,3,5.0,351,,1.0
2,B00015UC6Q,2,4.0,131,1.0,1.0
1,B00015UC6Q,1,5.0,169,1.0,1.0
,B00015UC6Q,,5.0,130,2.0,
,B00015UC6Q,,5.0,116,,
6,B00015UC6Q,11,2.0,199,2.0,0.5454545454545454
,B00450HPDG,,3.0,584,,
,B00450HPDG,,2.0,311,1.0,
,B00450HPDG,,4.0,130,1.0,
,B00450HPDG,,5.0,160,,
2,B0042LV92Q,2,3.0,313,,1.0
,B0042LV92Q,,5.0,413,1.0,
,B0042LV92Q,,5.0,287,,
1,B004L305RK,1,4.0,322,,1.0
,B004L305RK,,5.0,576,1.0,
,B004L305RK,,5.0,347,1.0,
,B004L305RK,1,3.0,321,,
2,B004EI4C7G,2,5.0,529,,1.0
3,B004EI4C7G,4,2.0,903,,0.75
,B004EI4C7G,,1.0,590,,
,B004EI4C7G,,5.0,1095,2.0,
,B004EI4C7G,,5.0,949,1.0,
,B004EI4C7G,,2.0,112,,
,B004EI4C7G,,5.0,427,1.0,
,B004EI4C7G,,1.0,1706,,
,B004EI4C7G,,5.0,1106,,
1,B004EI4C7G,2,3.0,460,1.0,0.5
2,B004EI4C7G,6,1.0,126,4.0,0.3333333333333333
1,B004EI4C7G,5,1.0,105,,0.2
,B001QWT7IC,,5.0,134,1.0,
,B004L305RA,,1.0,228,,
,B0039ZRFJ2,2,3.0,175,,
2,B001HTG4TO,2,5.0,210,,1.0
4,B001HTG4TO,5,5.0,283,5.0,0.8
1,B001HTG4TO,1,3.0,279,,1.0
1,B001HTG4TO,1,4.0,256,,1.0
,B001HTG4TO,,5.0,146,2.0,
,B001HTG4TO,,5.0,388,3.0,
,B001HTG4TO,,5.0,213,,
5,B001ET5XZS,5,5.0,483,3.0,1.0
4,B001ET5XZS,4,5.0,787,1.0,1.0
4,B001ET5XZS,4,5.0,213,,1.0
3,B001ET5XZS,3,5.0,328,,1.0
3,B001ET5XZS,3,5.0,436,,1.0
2,B001ET5XZS,2,4.0,534,,1.0
1,B001ET5XZS,1,5.0,325,,1.0
1,B001ET5XZS,1,3.0,344,,1.0
1,B001ET5XZS,1,5.0,550,,1.0
,B001ET5XZS,,5.0,106,,
,B001ET5XZS,,5.0,251,1.0,
,B001ET5XZS,,5.0,116,,
,B001ET5XZS,,5.0,847,,
,B001ET5XZS,,4.0,254,,
,B001ET5XZS,,5.0,391,1.0,
,B001ET5XZS,,4.0,119,1.0,
,B001ET5XZS,,5.0,383,1.0,
,B001ET5XZS,,5.0,464,,
,B001ET5XZS,,5.0,157,,
,B001ET5XZS,,5.0,357,,
,B001ET5XZS,,5.0,210,1.0,
,B001ET5XZS,,5.0,189,3.0,
,B001ET5XZS,,5.0,340,,
,B001ET5XZS,,5.0,255,,
3,B001EO6636,3,5.0,943,,1.0
1,B001EO6636,1,5.0,490,,1.0
,B001EO6636,,4.0,2230,,
,B001EO6636,,2.0,371,,
,B001EO6636,,4.0,137,,
7,B0000D9589,7,4.0,1093,,1.0
3,B0000D9589,3,5.0,2803,,1.0
3,B0000D9589,3,2.0,257,,1.0
2,B0000D9589,2,1.0,400,,1.0
2,B0000D9589,2,1.0,981,1.0,1.0
1,B0000D9589,1,4.0,401,3.0,1.0
1,B0000D9589,1,4.0,112,,1.0
,B0000D9589,,4.0,262,1.0,
2,B000F2JKTA,2,5.0,228,,1.0
18,B007Z5VNLI,18,5.0,939,1.0,1.0
14,B007Z5VNLI,14,5.0,560,,1.0
6,B007Z5VNLI,6,5.0,806,,1.0
4,B007Z5VNLI,4,5.0,670,,1.0
3,B007Z5VNLI,3,5.0,276,,1.0
3,B007Z5VNLI,3,5.0,120,,1.0
3,B007Z5VNLI,3,5.0,289,,1.0
2,B007Z5VNLI,2,1.0,1738,,1.0
2,B007Z5VNLI,2,4.0,405,,1.0
1,B007Z5VNLI,1,5.0,469,3.0,1.0
1,B007Z5VNLI,1,5.0,1127,,1.0
,B007Z5VNLI,,5.0,136,,
,B007Z5VNLI,,4.0,453,,
,B007Z5VNLI,,5.0,143,,
,B007Z5VNLI,,1.0,170,,
,B007Z5VNLI,,5.0,127,,
,B007Z5VNLI,,5.0,541,,
,B007Z5VNLI,,4.0,453,,
1,B007Z5VNLI,2,4.0,651,,0.5
1,B005I5MBSQ,1,5.0,151,,1.0
,B001SATTPI,,5.0,180,,
,B001SATTPI,,4.0,514,,
2,B00061UKJY,2,5.0,1439,,1.0
1,B007D7OUWM,1,5.0,199,,1.0
2,B000EMD1QO,2,4.0,898,,1.0
1,B000EMD1QO,1,5.0,187,,1.0
3,B000EMD1QO,4,5.0,255,,0.75
2,B000EMD1QO,3,5.0,417,8.0,0.6666666666666666
,B000EMD1QO,,5.0,133,1.0,
,B000EMD1QO,,5.0,133,,
,B000EMD1QO,,5.0,1074,1.0,
,B000EMD1QO,,5.0,287,,
,B000EMD1QO,,5.0,190,,
,B000EMD1QO,,3.0,281,,
,B000EMD1QO,,5.0,128,,
,B000EMD1QO,,5.0,96,,
,B000EMD1QO,,5.0,633,,
,B000EMD1QO,,5.0,1465,2.0,
1,B000EMD1QO,2,5.0,329,,0.5
,B000EMD1QO,1,4.0,191,,
1,B003SHIH5W,1,4.0,458,2.0,1.0
,B003SHIH5W,,4.0,116,,
,B003SHIH5W,,5.0,165,4.0,
,B003SHIH5W,,5.0,178,3.0,
,B003WGY5VO,,1.0,108,2.0,
2,B0001JXE7Q,2,5.0,147,,1.0
,B0001JXE7Q,3,2.0,158,,
1,B003SBTYKA,1,5.0,134,1.0,1.0
,B00017WSDE,,5.0,121,1.0,
,B003SPM64C,,5.0,105,2.0,
2,B003SPM64C,4,2.0,386,,0.5
,B003SPM64C,1,1.0,261,,
3,B005HBTNH8,3,3.0,538,,1.0
2,B005HBTNH8,2,3.0,235,1.0,1.0
,B005HBTNH8,,1.0,161,,
,B005HBTNH8,,5.0,188,,
,B004CP5J14,,5.0,178,,
1,B0002LIU9K,1,5.0,369,2.0,1.0
,B0002LIU9K,,5.0,196,,
,B0002LIU9K,,5.0,877,6.0,
,B0002LIU9K,,5.0,264,1.0,
1,B004HGMBHS,1,5.0,713,,1.0
3,B0018CE91A,3,4.0,259,,1.0
2,B0018CE91A,2,3.0,166,,1.0
2,B0018CE91A,2,5.0,434,,1.0
2,B0018CE91A,2,5.0,661,,1.0
1,B0018CE91A,1,5.0,195,,1.0
,B0018CE91A,,5.0,475,,
,B0018CE91A,,3.0,312,,
,B0018CE91A,1,1.0,726,,
2,B002OULTLS,2,5.0,245,1.0,1.0
,B002OULTLS,,5.0,243,3.0,
1,B002OULTLS,2,5.0,453,2.0,0.5
,B002OULTLS,1,1.0,224,,
1,B002OULTLS,3,3.0,293,1.0,0.3333333333333333
3,B00181SVJW,3,5.0,107,3.0,1.0
2,B00181SVJW,2,2.0,212,,1.0
2,B00181SVJW,2,3.0,236,,1.0
1,B00181SVJW,1,3.0,201,,1.0
,B00181SVJW,,3.0,493,,
,B00181SVJW,,5.0,138,,
,B00181SVJW,,5.0,113,,
18,B000J2JKGO,18,5.0,1513,5.0,1.0
7,B000J2JKGO,7,5.0,877,,1.0
6,B000J2JKGO,6,5.0,272,1.0,1.0
3,B000J2JKGO,3,5.0,837,1.0,1.0
3,B000J2JKGO,3,5.0,1047,,1.0
3,B000J2JKGO,3,5.0,1565,,1.0
5,B000J2JKGO,6,5.0,296,,0.8333333333333334
2,B000J2JKGO,2,5.0,461,1.0,1.0
2,B000J2JKGO,2,5.0,301,,1.0
2,B000J2JKGO,2,5.0,381,,1.0
2,B000J2JKGO,2,5.0,893,,1.0
2,B000J2JKGO,2,5.0,927,,1.0
2,B000J2JKGO,2,5.0,330,,1.0
2,B000J2JKGO,2,5.0,1355,,1.0
2,B000J2JKGO,2,5.0,263,,1.0
2,B000J2JKGO,2,5.0,71,,1.0
1,B000J2JKGO,1,5.0,269,,1.0
1,B000J2JKGO,1,5.0,127,,1.0
1,B000J2JKGO,1,5.0,293,,1.0
1,B000J2JKGO,1,5.0,367,,1.0
1,B000J2JKGO,1,5.0,269,,1.0
1,B000J2JKGO,1,5.0,1199,1.0,1.0
1,B000J2JKGO,1,4.0,1722,,1.0
1,B000J2JKGO,1,5.0,128,,1.0
1,B000J2JKGO,1,5.0,242,1.0,1.0
1,B000J2JKGO,1,5.0,483,1.0,1.0
1,B000J2JKGO,1,5.0,211,,1.0
7,B000J2JKGO,10,3.0,184,,0.7
4,B000J2JKGO,6,1.0,858,,0.6666666666666666
,B000J2JKGO,,5.0,142,,
,B000J2JKGO,,5.0,372,,
,B000J2JKGO,,5.0,1057,,
,B000J2JKGO,,5.0,137,,
,B000J2JKGO,,5.0,757,2.0,
,B000J2JKGO,,5.0,166,3.0,
,B000J2JKGO,,5.0,187,,
,B000J2JKGO,,5.0,806,1.0,
,B000J2JKGO,,5.0,1259,4.0,
,B000J2JKGO,,5.0,465,3.0,
,B000J2JKGO,,4.0,130,,
,B000J2JKGO,,5.0,119,1.0,
1,B000J2JKGO,2,1.0,578,,0.5
1,B000J2JKGO,2,2.0,186,,0.5
